lead_id,offer_id,source_platform,intent_category,geo_state,device,days_since_signup,total_opens,has_opened,days_since_last_open,offer_category,commitment_level,payout,intent_match,true_p,converted
L00007,O006,tiktok,sweepstakes,NY,desktop,28,3,1,28,health,5,34.61,mismatch,0.0356,0
L00007,O007,tiktok,sweepstakes,NY,desktop,28,3,1,28,health,5,17.9,mismatch,0.001,0
L00007,O008,tiktok,sweepstakes,NY,desktop,28,3,1,28,health,4,16.49,mismatch,0.0553,0
L00007,O009,tiktok,sweepstakes,NY,desktop,28,3,1,28,sweepstakes,1,3.77,match,0.2353,0
L00007,O010,tiktok,sweepstakes,NY,desktop,28,3,1,28,sweepstakes,1,2.63,match,0.2382,0
L00007,O011,tiktok,sweepstakes,NY,desktop,28,3,1,28,sweepstakes,1,7.65,match,0.2106,1
L00007,O012,tiktok,sweepstakes,NY,desktop,28,3,1,28,home_services,3,76.54,mismatch,0.0085,0
L00007,O013,tiktok,sweepstakes,NY,desktop,28,3,1,28,home_services,2,97.6,mismatch,0.036,0
L00007,O014,tiktok,sweepstakes,NY,desktop,28,3,1,28,home_services,3,92.93,mismatch,0.0137,0
L00008,O000,meta,home_services,AZ,mobile,362,1,1,192,finance,3,112.1,related,0.0341,1
L00008,O001,meta,home_services,AZ,mobile,362,1,1,192,finance,3,100.76,related,0.0179,0
L00008,O002,meta,home_services,AZ,mobile,362,1,1,192,finance,2,96.17,related,0.0905,0
L00008,O003,meta,home_services,AZ,mobile,362,1,1,192,insurance,2,89.3,related,0.0643,0
L00008,O004,meta,home_services,AZ,mobile,362,1,1,192,insurance,2,83.49,related,0.0583,1
L00008,O005,meta,home_services,AZ,mobile,362,1,1,192,insurance,2,57.45,related,0.0618,0
L00008,O006,meta,home_services,AZ,mobile,362,1,1,192,health,5,34.61,mismatch,0.001,0
L00008,O007,meta,home_services,AZ,mobile,362,1,1,192,health,5,17.9,mismatch,0.001,0
L00008,O008,meta,home_services,AZ,mobile,362,1,1,192,health,4,16.49,mismatch,0.0321,0
L00008,O009,meta,home_services,AZ,mobile,362,1,1,192,sweepstakes,1,3.77,related,0.1239,0
L00008,O010,meta,home_services,AZ,mobile,362,1,1,192,sweepstakes,1,2.63,related,0.1295,0
L00008,O011,meta,home_services,AZ,mobile,362,1,1,192,sweepstakes,1,7.65,related,0.0836,0
L00008,O012,meta,home_services,AZ,mobile,362,1,1,192,home_services,3,76.54,match,0.068,0
L00008,O013,meta,home_services,AZ,mobile,362,1,1,192,home_services,2,97.6,match,0.1254,0
L00008,O014,meta,home_services,AZ,mobile,362,1,1,192,home_services,3,92.93,match,0.1183,0
L00009,O000,tiktok,health,CA,mobile,184,3,1,140,finance,3,112.1,mismatch,0.001,0
L00009,O001,tiktok,health,CA,mobile,184,3,1,140,finance,3,100.76,mismatch,0.0037,0
L00009,O002,tiktok,health,CA,mobile,184,3,1,140,finance,2,96.17,mismatch,0.001,0
L00009,O003,tiktok,health,CA,mobile,184,3,1,140,insurance,2,89.3,mismatch,0.0059,0
L00009,O004,tiktok,health,CA,mobile,184,3,1,140,insurance,2,83.49,mismatch,0.001,0
L00009,O005,tiktok,health,CA,mobile,184,3,1,140,insurance,2,57.45,mismatch,0.001,0
L00009,O006,tiktok,health,CA,mobile,184,3,1,140,health,5,34.61,match,0.0521,0
L00009,O007,tiktok,health,CA,mobile,184,3,1,140,health,5,17.9,match,0.0418,0
L00009,O008,tiktok,health,CA,mobile,184,3,1,140,health,4,16.49,match,0.082,0
L00009,O009,tiktok,health,CA,mobile,184,3,1,140,sweepstakes,1,3.77,related,0.0863,0
L00009,O010,tiktok,health,CA,mobile,184,3,1,140,sweepstakes,1,2.63,related,0.1269,0
L00009,O011,tiktok,health,CA,mobile,184,3,1,140,sweepstakes,1,7.65,related,0.1195,0
L00009,O012,tiktok,health,CA,mobile,184,3,1,140,home_services,3,76.54,mismatch,0.001,0
L00009,O013,tiktok,health,CA,mobile,184,3,1,140,home_services,2,97.6,mismatch,0.0289,0
L00009,O014,tiktok,health,CA,mobile,184,3,1,140,home_services,3,92.93,mismatch,0.001,0
L00010,O000,meta,sweepstakes,OH,desktop,261,1,1,84,finance,3,112.1,mismatch,0.001,0
L00010,O001,meta,sweepstakes,OH,desktop,261,1,1,84,finance,3,100.76,mismatch,0.001,0
L00010,O002,meta,sweepstakes,OH,desktop,261,1,1,84,finance,2,96.17,mismatch,0.0474,0
L00010,O003,meta,sweepstakes,OH,desktop,261,1,1,84,insurance,2,89.3,mismatch,0.0246,0
L00010,O004,meta,sweepstakes,OH,desktop,261,1,1,84,insurance,2,83.49,mismatch,0.0535,0
L00010,O005,meta,sweepstakes,OH,desktop,261,1,1,84,insurance,2,57.45,mismatch,0.0309,0
L00010,O006,meta,sweepstakes,OH,desktop,261,1,1,84,health,5,34.61,mismatch,0.001,0
L00010,O007,meta,sweepstakes,OH,desktop,261,1,1,84,health,5,17.9,mismatch,0.001,0
L00010,O008,meta,sweepstakes,OH,desktop,261,1,1,84,health,4,16.49,mismatch,0.0118,0
L00010,O009,meta,sweepstakes,OH,desktop,261,1,1,84,sweepstakes,1,3.77,match,0.1851,0
L00010,O010,meta,sweepstakes,OH,desktop,261,1,1,84,sweepstakes,1,2.63,match,0.1967,0
L00010,O011,meta,sweepstakes,OH,desktop,261,1,1,84,sweepstakes,1,7.65,match,0.24,0
L00010,O012,meta,sweepstakes,OH,desktop,261,1,1,84,home_services,3,76.54,mismatch,0.001,0
L00010,O013,meta,sweepstakes,OH,desktop,261,1,1,84,home_services,2,97.6,mismatch,0.0176,0
L00010,O014,meta,sweepstakes,OH,desktop,261,1,1,84,home_services,3,92.93,mismatch,0.001,0
L00011,O000,meta,finance,NY,tablet,249,1,1,137,finance,3,112.1,match,0.0934,0
L00011,O001,meta,finance,NY,tablet,249,1,1,137,finance,3,100.76,match,0.0932,0
L00011,O002,meta,finance,NY,tablet,249,1,1,137,finance,2,96.17,match,0.1523,0
L00011,O003,meta,finance,NY,tablet,249,1,1,137,insurance,2,89.3,related,0.0624,0
L00011,O004,meta,finance,NY,tablet,249,1,1,137,insurance,2,83.49,related,0.0843,0
L00011,O005,meta,finance,NY,tablet,249,1,1,137,insurance,2,57.45,related,0.071,0
L00011,O006,meta,finance,NY,tablet,249,1,1,137,health,5,34.61,mismatch,0.001,0
L00011,O007,meta,finance,NY,tablet,249,1,1,137,health,5,17.9,mismatch,0.001,0
L00011,O008,meta,finance,NY,tablet,249,1,1,137,health,4,16.49,mismatch,0.001,0
L00011,O009,meta,finance,NY,tablet,249,1,1,137,sweepstakes,1,3.77,related,0.1232,0
L00011,O010,meta,finance,NY,tablet,249,1,1,137,sweepstakes,1,2.63,related,0.0886,0
L00011,O011,meta,finance,NY,tablet,249,1,1,137,sweepstakes,1,7.65,related,0.1284,0
L00011,O012,meta,finance,NY,tablet,249,1,1,137,home_services,3,76.54,related,0.0663,0
L00011,O013,meta,finance,NY,tablet,249,1,1,137,home_services,2,97.6,related,0.0473,0
L00011,O014,meta,finance,NY,tablet,249,1,1,137,home_services,3,92.93,related,0.0414,0
L00012,O000,tiktok,insurance,OH,tablet,166,4,1,72,finance,3,112.1,related,0.054,0
L00012,O001,tiktok,insurance,OH,tablet,166,4,1,72,finance,3,100.76,related,0.0502,0
L00012,O002,tiktok,insurance,OH,tablet,166,4,1,72,finance,2,96.17,related,0.1177,0
L00012,O003,tiktok,insurance,OH,tablet,166,4,1,72,insurance,2,89.3,match,0.1853,0
L00012,O004,tiktok,insurance,OH,tablet,166,4,1,72,insurance,2,83.49,match,0.1956,1
L00012,O005,tiktok,insurance,OH,tablet,166,4,1,72,insurance,2,57.45,match,0.1483,0
L00012,O006,tiktok,insurance,OH,tablet,166,4,1,72,health,5,34.61,mismatch,0.0065,0
L00012,O007,tiktok,insurance,OH,tablet,166,4,1,72,health,5,17.9,mismatch,0.001,0
L00012,O008,tiktok,insurance,OH,tablet,166,4,1,72,health,4,16.49,mismatch,0.001,0
L00012,O009,tiktok,insurance,OH,tablet,166,4,1,72,sweepstakes,1,3.77,related,0.1325,1
L00012,O010,tiktok,insurance,OH,tablet,166,4,1,72,sweepstakes,1,2.63,related,0.1444,0
L00012,O011,tiktok,insurance,OH,tablet,166,4,1,72,sweepstakes,1,7.65,related,0.1321,0
L00012,O012,tiktok,insurance,OH,tablet,166,4,1,72,home_services,3,76.54,related,0.0478,0
L00012,O013,tiktok,insurance,OH,tablet,166,4,1,72,home_services,2,97.6,related,0.0894,0
L00012,O014,tiktok,insurance,OH,tablet,166,4,1,72,home_services,3,92.93,related,0.087,0
L00013,O000,meta,finance,TX,tablet,263,1,1,101,finance,3,112.1,match,0.149,1
L00013,O001,meta,finance,TX,tablet,263,1,1,101,finance,3,100.76,match,0.1046,0
L00013,O002,meta,finance,TX,tablet,263,1,1,101,finance,2,96.17,match,0.1429,0
L00013,O003,meta,finance,TX,tablet,263,1,1,101,insurance,2,89.3,related,0.052,0
L00013,O004,meta,finance,TX,tablet,263,1,1,101,insurance,2,83.49,related,0.0967,0
L00013,O005,meta,finance,TX,tablet,263,1,1,101,insurance,2,57.45,related,0.0818,0
L00013,O006,meta,finance,TX,tablet,263,1,1,101,health,5,34.61,mismatch,0.001,0
L00013,O007,meta,finance,TX,tablet,263,1,1,101,health,5,17.9,mismatch,0.001,0
L00013,O008,meta,finance,TX,tablet,263,1,1,101,health,4,16.49,mismatch,0.001,0
L00013,O009,meta,finance,TX,tablet,263,1,1,101,sweepstakes,1,3.77,related,0.1131,0
L00013,O010,meta,finance,TX,tablet,263,1,1,101,sweepstakes,1,2.63,related,0.1241,0
L00013,O011,meta,finance,TX,tablet,263,1,1,101,sweepstakes,1,7.65,related,0.1105,0
L00013,O012,meta,finance,TX,tablet,263,1,1,101,home_services,3,76.54,related,0.0359,0
L00013,O013,meta,finance,TX,tablet,263,1,1,101,home_services,2,97.6,related,0.0631,0
L00013,O014,meta,finance,TX,tablet,263,1,1,101,home_services,3,92.93,related,0.0206,0
L00014,O000,meta,health,PA,mobile,112,2,1,103,finance,3,112.1,mismatch,0.0205,0
L00014,O001,meta,health,PA,mobile,112,2,1,103,finance,3,100.76,mismatch,0.0098,0
L00014,O002,meta,health,PA,mobile,112,2,1,103,finance,2,96.17,mismatch,0.0447,0
L00014,O003,meta,health,PA,mobile,112,2,1,103,insurance,2,89.3,mismatch,0.0027,0
L00014,O004,meta,health,PA,mobile,112,2,1,103,insurance,2,83.49,mismatch,0.0509,0
L00014,O005,meta,health,PA,mobile,112,2,1,103,insurance,2,57.45,mismatch,0.0437,0
L00014,O006,meta,health,PA,mobile,112,2,1,103,health,5,34.61,match,0.0684,0
L00014,O007,meta,health,PA,mobile,112,2,1,103,health,5,17.9,match,0.0465,0
L00014,O008,meta,health,PA,mobile,112,2,1,103,health,4,16.49,match,0.168,0
L00014,O009,meta,health,PA,mobile,112,2,1,103,sweepstakes,1,3.77,related,0.1179,0
L00014,O010,meta,health,PA,mobile,112,2,1,103,sweepstakes,1,2.63,related,0.1275,0
L00014,O011,meta,health,PA,mobile,112,2,1,103,sweepstakes,1,7.65,related,0.1869,1
L00014,O012,meta,health,PA,mobile,112,2,1,103,home_services,3,76.54,mismatch,0.001,0
L00014,O013,meta,health,PA,mobile,112,2,1,103,home_services,2,97.6,mismatch,0.0425,0
L00014,O014,meta,health,PA,mobile,112,2,1,103,home_services,3,92.93,mismatch,0.022,0
L00015,O000,meta,finance,GA,tablet,241,0,0,241,finance,3,112.1,match,0.1171,0
L00015,O001,meta,finance,GA,tablet,241,0,0,241,finance,3,100.76,match,0.0885,0
L00015,O002,meta,finance,GA,tablet,241,0,0,241,finance,2,96.17,match,0.1539,1
L00015,O003,meta,finance,GA,tablet,241,0,0,241,insurance,2,89.3,related,0.0546,0
L00015,O004,meta,finance,GA,tablet,241,0,0,241,insurance,2,83.49,related,0.0104,0
L00015,O005,meta,finance,GA,tablet,241,0,0,241,insurance,2,57.45,related,0.0818,0
L00015,O006,meta,finance,GA,tablet,241,0,0,241,health,5,34.61,mismatch,0.001,0
L00015,O007,meta,finance,GA,tablet,241,0,0,241,health,5,17.9,mismatch,0.001,0
L00015,O008,meta,finance,GA,tablet,241,0,0,241,health,4,16.49,mismatch,0.001,0
L00015,O009,meta,finance,GA,tablet,241,0,0,241,sweepstakes,1,3.77,related,0.1124,1
L00015,O010,meta,finance,GA,tablet,241,0,0,241,sweepstakes,1,2.63,related,0.1122,0
L00015,O011,meta,finance,GA,tablet,241,0,0,241,sweepstakes,1,7.65,related,0.0988,0
L00015,O012,meta,finance,GA,tablet,241,0,0,241,home_services,3,76.54,related,0.0175,0
L00015,O013,meta,finance,GA,tablet,241,0,0,241,home_services,2,97.6,related,0.038,0
L00015,O014,meta,finance,GA,tablet,241,0,0,241,home_services,3,92.93,related,0.0048,0
L00016,O000,tiktok,finance,OH,desktop,337,2,1,102,finance,3,112.1,match,0.0548,0
L00016,O001,tiktok,finance,OH,desktop,337,2,1,102,finance,3,100.76,match,0.0542,0
L00016,O002,tiktok,finance,OH,desktop,337,2,1,102,finance,2,96.17,match,0.1315,0
L00016,O003,tiktok,finance,OH,desktop,337,2,1,102,insurance,2,89.3,related,0.0559,0
L00016,O004,tiktok,finance,OH,desktop,337,2,1,102,insurance,2,83.49,related,0.0461,0
L00016,O005,tiktok,finance,OH,desktop,337,2,1,102,insurance,2,57.45,related,0.0499,0
L00016,O006,tiktok,finance,OH,desktop,337,2,1,102,health,5,34.61,mismatch,0.001,0
L00016,O007,tiktok,finance,OH,desktop,337,2,1,102,health,5,17.9,mismatch,0.001,0
L00016,O008,tiktok,finance,OH,desktop,337,2,1,102,health,4,16.49,mismatch,0.001,0
L00016,O009,tiktok,finance,OH,desktop,337,2,1,102,sweepstakes,1,3.77,related,0.0746,0
L00016,O010,tiktok,finance,OH,desktop,337,2,1,102,sweepstakes,1,2.63,related,0.0626,0
L00016,O011,tiktok,finance,OH,desktop,337,2,1,102,sweepstakes,1,7.65,related,0.0517,0
L00016,O012,tiktok,finance,OH,desktop,337,2,1,102,home_services,3,76.54,related,0.001,0
L00016,O013,tiktok,finance,OH,desktop,337,2,1,102,home_services,2,97.6,related,0.0119,0
L00016,O014,tiktok,finance,OH,desktop,337,2,1,102,home_services,3,92.93,related,0.0351,0
L00017,O000,meta,sweepstakes,NY,desktop,30,3,1,30,finance,3,112.1,mismatch,0.0323,0
L00017,O001,meta,sweepstakes,NY,desktop,30,3,1,30,finance,3,100.76,mismatch,0.0126,0
L00017,O002,meta,sweepstakes,NY,desktop,30,3,1,30,finance,2,96.17,mismatch,0.082,0
L00017,O003,meta,sweepstakes,NY,desktop,30,3,1,30,insurance,2,89.3,mismatch,0.0516,0
L00017,O004,meta,sweepstakes,NY,desktop,30,3,1,30,insurance,2,83.49,mismatch,0.0629,0
L00017,O005,meta,sweepstakes,NY,desktop,30,3,1,30,insurance,2,57.45,mismatch,0.0806,0
L00017,O006,meta,sweepstakes,NY,desktop,30,3,1,30,health,5,34.61,mismatch,0.0074,0
L00017,O007,meta,sweepstakes,NY,desktop,30,3,1,30,health,5,17.9,mismatch,0.0105,0
L00017,O008,meta,sweepstakes,NY,desktop,30,3,1,30,health,4,16.49,mismatch,0.0669,0
L00017,O009,meta,sweepstakes,NY,desktop,30,3,1,30,sweepstakes,1,3.77,match,0.267,1
L00017,O010,meta,sweepstakes,NY,desktop,30,3,1,30,sweepstakes,1,2.63,match,0.2501,0
L00017,O011,meta,sweepstakes,NY,desktop,30,3,1,30,sweepstakes,1,7.65,match,0.2681,0
L00017,O012,meta,sweepstakes,NY,desktop,30,3,1,30,home_services,3,76.54,mismatch,0.0279,0
L00017,O013,meta,sweepstakes,NY,desktop,30,3,1,30,home_services,2,97.6,mismatch,0.1111,0
L00017,O014,meta,sweepstakes,NY,desktop,30,3,1,30,home_services,3,92.93,mismatch,0.0404,0
L00018,O000,google_search,health,CA,desktop,160,2,1,76,finance,3,112.1,mismatch,0.052,0
L00018,O001,google_search,health,CA,desktop,160,2,1,76,finance,3,100.76,mismatch,0.0252,0
L00018,O002,google_search,health,CA,desktop,160,2,1,76,finance,2,96.17,mismatch,0.0865,0
L00018,O003,google_search,health,CA,desktop,160,2,1,76,insurance,2,89.3,mismatch,0.1264,1
L00018,O004,google_search,health,CA,desktop,160,2,1,76,insurance,2,83.49,mismatch,0.0864,0
L00018,O005,google_search,health,CA,desktop,160,2,1,76,insurance,2,57.45,mismatch,0.1038,0
